Id,SalePrice
1461,116812.96775486413
1462,152950.0040312116
1463,180101.24979209385
1464,200521.69605777273
1465,200210.46012401904
1466,169396.98772106355
1467,183801.53166560418
1468,159662.5164421949
1469,196596.61911122614
1470,117762.13063716782
1471,190332.5277496969
1472,98911.22015524974
1473,93972.86035826776
1474,147287.97958355353
1475,111174.60720677976
1476,351582.9278295471
1477,245244.48330615452
1478,291720.76688845473
1479,294397.24695341644
1480,456796.5454290461
1481,327736.40650510817
1482,213859.1399292645
1483,180770.42579083535
1484,162294.934052624
1485,194062.4546076392
1486,196496.42726317857
1487,334244.69060182973
1488,240016.1553554549
1489,190861.60022045788
1490,241346.15963561094
1491,194754.20316326356
1492,90816.1350518157
1493,190525.32856344827
1494,286857.9796845221
1495,289457.7441042379
1496,235232.247894084
1497,182111.0834773434
1498,166920.6316644739
1499,163101.15880238445
1500,156946.17491520024
1501,173472.93126109967
1502,147511.58307044854
1503,284725.51027520315
1504,245540.17708789677
1505,227438.5955810689
1506,189467.12812523183
1507,247286.81369801107
1508,200297.6979602633
1509,165479.94063200866
1510,143687.57999130737
1511,149241.09302126916
1512,179225.8225778373
1513,153860.52037596624
1514,151760.33667057476
1515,197387.3887720149
1516,155123.94072130253
1517,171316.7836636638
1518,129388.63817109454
1519,208316.52996687512
1520,126146.93755108055
1521,128993.3989093307
1522,181745.61791113229
1523,111226.22528960879
1524,126337.97392754028
1525,120221.28256182391
1526,110644.95059656819
1527,107276.06545146047
1528,144444.18048680463
1529,148763.70192655298
1530,195910.80967380133
1531,107123.52758974067
1532,97371.79398969501
1533,142477.46071587273
1534,126841.38885633592
1535,148013.57381213104
1536,109963.18607930435
1537,59149.71818115481
1538,148264.20639103497
1539,196519.80853702675
1540,97524.04151243009
1541,136601.62881075544
1542,136120.5895171606
1543,175941.49330289362
1544,86921.05132174797
1545,114572.1158924554
1546,136000.291927221
1547,126201.09179245723
1548,139042.26671746155
1549,119957.77048838232
1550,131569.3064836692
1551,105652.04241706131
1552,133000.0467174095
1553,149513.107712653
1554,118724.48501774592
1555,150346.8381790924
1556,87548.08106596534
1557,109169.87043824252
1558,100474.66352544587
1559,65835.17765402509
1560,136298.52045917476
1561,125807.55170094229
1562,130285.26627683215
1563,118996.7425494864
1564,154105.71028512495
1565,144813.51569906616
1566,238716.38020865392
1567,75851.12503925417
1568,231049.89255794708
1569,117314.76424536073
1570,141105.74255562032
1571,118460.22749654563
1572,140096.94166867092
1573,230122.3543202324
1574,121341.51513824084
1575,230607.05603557866
1576,252772.96612671777
1577,178216.03757489836
1578,148851.98630874342
1579,139614.02029630347
1580,193972.06699290025
1581,160553.98323490587
1582,125109.16780948135
1583,281814.3342829878
1584,217815.57775078257
1585,136230.2491425577
1586,64679.449170182845
1587,103659.42424709987
1588,151326.8442039228
1589,97966.90139835067
1590,131839.17132962428
1591,90803.68530380902
1592,112721.98873113525
1593,125263.08342995636
1594,127042.76407450008
1595,107289.89124434126
1596,220833.40187538756
1597,192530.08053740487
1598,232612.39738633568
1599,168324.6421640105
1600,157711.9283196812
1601,64658.583600014725
1602,117337.33360482221
1603,73255.09036894562
1604,255762.99357473664
1605,242330.7360029704
1606,169816.4546428416
1607,174402.1926574214
1608,216744.128187866
1609,180873.72480685747
1610,149479.35118019237
1611,137140.5522285163
1612,170639.71435897885
1613,163772.16846813983
1614,129477.40429688703
1615,96486.66519565371
1616,80314.64152746586
1617,95155.32808806913
1618,124573.40645437465
1619,140987.6966993813
1620,149933.15474266597
1621,135641.89543590776
1622,143395.54407995802
1623,262309.7206644362
1624,211470.1940008922
1625,116578.9944870931
1626,170659.66121646858
1627,191463.43697513986
1628,284154.9454983314
1629,180913.35091155503
1630,335204.49637579493
1631,227885.9190284693
1632,240640.85773313572
1633,177401.86280184408
1634,185271.08540857624
1635,172566.12863713995
1636,154231.7682942964
1637,201671.06627980102
1638,179773.08246322736
1639,194870.6578984855
1640,256364.94670636105
1641,184119.33534898082
1642,241278.21457990466
1643,212868.20587495147
1644,236228.11702979027
1645,204090.94628988823
1646,162674.72498868583
1647,161043.00981019976
1648,131011.97157769247
1649,139594.14157525706
1650,113361.72332456989
1651,123400.04428316682
1652,97690.86433143674
1653,101128.79506837217
1654,142039.22169417515
1655,133088.7426462107
1656,138817.736964618
1657,143005.84063580376
1658,143731.20647506783
1659,116440.74071067185
1660,154815.78465591837
1661,413602.5042847322
1662,400396.7123364956
1663,364843.75748804904
1664,479355.9649986792
1665,305051.66623354756
1666,331740.44697402156
1667,394395.20382509736
1668,341118.41115757107
1669,313313.638174908
1670,345483.76292805397
1671,260892.6654777903
1672,408267.08135932684
1673,287494.68703121925
1674,240839.62800975336
1675,197144.91659449908
1676,197088.20487983586
1677,218775.1372880084
1678,432301.3277849455
1679,383371.7690835887
1680,322074.5206582768
1681,247340.49850321127
1682,318298.8409421364
1683,186366.04158431114
1684,171993.48472696496
1685,174119.29811122647
1686,169485.92125780554
1687,176746.92922481205
1688,191243.75746901665
1689,197337.0495947836
1690,197372.5306806135
1691,187578.98824495307
1692,267262.25546976126
1693,169625.87706329377
1694,183834.9519287641
1695,169080.72041638396
1696,267567.90783841594
1697,177081.73664115535
1698,341289.03331413964
1699,299846.697341086
1700,255062.44232363944
1701,271270.0845307801
1702,234856.0095097292
1703,237129.82798096744
1704,274240.0779844723
1705,243259.84139983144
1706,371953.30455882434
1707,213068.16355126526
1708,201379.08247229212
1709,259622.6080290197
1710,217991.3239259258
1711,272782.3771952747
1712,248615.26901958004
1713,276072.62628490606
1714,226894.920488028
1715,209519.9416739753
1716,183712.1354479519
1717,178092.31412548403
1718,139226.710416753
1719,209415.59752797338
1720,242160.60768053788
1721,165672.19288500084
1722,127732.34633878878
1723,155626.2133662207
1724,203542.61917618764
1725,237246.28739042
1726,188696.41204766624
1727,152136.03634588193
1728,177815.01803558395
1729,166591.0934285656
1730,166044.4043649894
1731,123182.04816245219
1732,123694.948511338
1733,110580.49691287271
1734,122423.39332215078
1735,129753.94812713326
1736,107368.66097503407
1737,303021.148606647
1738,255707.2474403048
1739,248874.72478533717
1740,202426.19382839528
1741,183954.31486446565
1742,173552.68388934384
1743,180682.2263959819
1744,320511.1873565056
1745,217136.7072337669
1746,191898.93430307566
1747,213881.17103120434
1748,224028.72753027183
1749,141783.9969040787
1750,125330.53596347746
1751,264700.6191531628
1752,115879.34875433703
1753,152064.55822960276
1754,197404.09636085367
1755,163348.64695866546
1756,128853.82373645015
1757,120032.8524014166
1758,146633.23951874967
1759,157834.46887327294
1760,166893.87614038755
1761,147634.8625762323
1762,177866.19301011163
1763,189448.70339984944
1764,113371.59872271617
1765,170070.12794182223
1766,195875.63795252214
1767,233711.8556585769
1768,142069.47241756512
1769,175217.99638521217
1770,155876.00571841927
1771,127012.07143671246
1772,133268.86960314758
1773,126306.00481738897
1774,143270.48183726528
1775,141965.74896724144
1776,133722.31962080108
1777,105292.31558263196
1778,140917.29824095426
1779,120034.5608946332
1780,178780.6790724113
1781,129041.72791421806
1782,86135.75778717433
1783,141311.58354665805
1784,108262.81000762491
1785,127740.75501252076
1786,133949.95964611231
1787,174637.34103440476
1788,60339.48584169696
1789,101261.88016542257
1790,77051.3781995745
1791,183552.33678167255
1792,164340.04451906204
1793,129338.73074231792
1794,157875.8138808488
1795,132290.19099940534
1796,133674.1260412243
1797,116514.46846369123
1798,121707.08249384127
1799,108217.52093584971
1800,129677.24758936337
1801,126029.75849102467
1802,142780.93046048973
1803,149277.65485209148
1804,134489.01570253744
1805,136365.18227881636
1806,129160.33375394379
1807,138092.86371220145
1808,127780.14344366503
1809,125046.91203350895
1810,137325.83858327047
1811,95528.27862021071
1812,100071.42776014685
1813,121018.49241943906
1814,93773.62641092799
1815,56332.85577169869
1816,101371.93609604347
1817,105335.74004375382
1818,141620.6692722008
1819,125212.21314727227
1820,53998.0763362736
1821,121650.82704344536
1822,154910.5081745464
1823,45865.04244452694
1824,131060.30638405382
1825,137283.06395362367
1826,103838.12567516515
1827,98341.91661513406
