Id,SalePrice
1461,115429.39938253138
1462,153827.98412251583
1463,179823.33833279053
1464,194943.37727714842
1465,202764.7626488661
1466,169051.26317737764
1467,181209.45605575835
1468,159220.76034630032
1469,194311.09908929345
1470,119480.3796889671
1471,170579.459520966
1472,97496.31485141446
1473,94380.94537883745
1474,141791.96533146146
1475,109342.54057308883
1476,348731.1634788574
1477,248753.38372177974
1478,302579.4764942829
1479,301070.8778824445
1480,473154.403668063
1481,326436.39105390536
1482,217771.28048119112
1483,181977.65555237915
1484,165376.57854876568
1485,199558.83729793198
1486,191908.8462156399
1487,342315.74742178334
1488,235014.76583527765
1489,193596.74294835143
1490,246211.63372157904
1491,193967.36162345746
1492,90032.70089885824
1493,194956.91956352477
1494,291996.1832263992
1495,283667.0349600646
1496,239143.3270339475
1497,179016.41336395376
1498,176256.2651793406
1499,164426.1375077503
1500,157118.2522107365
1501,177467.61203451073
1502,143758.17794917934
1503,283002.71605078096
1504,245388.17495184488
1505,230167.33298771322
1506,187982.12455829923
1507,238964.61225570948
1508,199052.42854559072
1509,163991.61112018683
1510,146624.79042492373
1511,157519.26459384133
1512,172709.99323368203
1513,147907.4278645275
1514,151558.39652926734
1515,195303.099201639
1516,154901.45027890752
1517,168633.13572089764
1518,128211.06238501376
1519,205809.39575598526
1520,126179.68055332263
1521,128552.20090875588
1522,182492.51993521405
1523,112452.77506399747
1524,128192.84348023881
1525,119863.76821200813
1526,110382.21103469655
1527,107332.54283169581
1528,139669.3034812437
1529,154787.53770379612
1530,197213.5530402545
1531,111053.25610089877
1532,93676.24434247629
1533,143002.5833141244
1534,125635.16861749727
1535,142282.44165209742
1536,107025.51293706497
1537,55800.14877188398
1538,151714.5626737235
1539,201593.36049257632
1540,93510.65013206094
1541,142573.05827083933
1542,137678.00895926016
1543,178925.5116334129
1544,86919.5999783644
1545,114910.4620126175
1546,141076.7217814345
1547,135715.90343350475
1548,142227.09636330357
1549,121696.13353266596
1550,137543.29068314895
1551,102046.32836590084
1552,138295.4082426999
1553,148999.02027382984
1554,120506.20565728242
